make,model,year,trim,base msrp,body type,front head room (in),cylinders,epa combined mpge,engine type,basic
BMW,5 Series,2025,530i 4dr Sedan (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$58,200",Sedan,38.8,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,5 Series,2025,530i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$60,500",Sedan,38.8,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,5 Series,2025,540i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$65,200",Sedan,38.8,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,5 Series,2025,550e xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric plug-in hybrid 8A),"$72,700",Sedan,38.8,I6,,plug-in hybrid,4 yr./ 50000 mi.
BMW,5 Series,2025,M5 4dr Sedan AWD (4.4L 8cyl Turbo gas/electric plug-in hybrid 8A),"$119,500",Sedan,39,V8,,plug-in hybrid,4 yr./ 50000 mi.
BMW,5 Series,2025,M5 Touring 4dr Wagon AWD (4.4L 8cyl Turbo gas/electric plug-in hybrid 8A),"$121,500",Wagon,,V8,,plug-in hybrid,4 yr./ 50000 mi.
BMW,7 Series,2025,740i 4dr Sedan (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$96,400",Sedan,39.8,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,7 Series,2025,740i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$99,400",Sedan,39.8,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,7 Series,2025,750e xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric plug-in hybrid 8A),"$107,000",Sedan,39.8,I6,,plug-in hybrid,4 yr./ 50000 mi.
BMW,7 Series,2025,760i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$121,300",Sedan,39.8,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,8 Series,2025,840i 2dr Convertible (3.0L 6cyl Turbo 8A),"$100,500",Convertible,38.9,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,840i 2dr Coupe (3.0L 6cyl Turbo 8A),"$90,800",Coupe,38.9,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,840i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),"$103,500",Convertible,38.9,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,840i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),"$93,800",Coupe,38.9,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,M8 Competition 2dr Coupe AWD (4.4L 8cyl Turbo 8A),"$138,800",Coupe,38.9,V8,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,M8 Competition 2dr Convertible AWD (4.4L 8cyl Turbo 8A),"$148,800",Convertible,38.9,V8,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,M850i xDrive 2dr Convertible AWD (4.4L 8cyl Turbo 8A),"$116,000",Convertible,38.9,V8,,gas,4 yr./ 50000 mi.
BMW,8 Series,2025,M850i xDrive 2dr Coupe AWD (4.4L 8cyl Turbo 8A),"$106,300",Coupe,38.9,V8,,gas,4 yr./ 50000 mi.
BMW,8 Series Gran Coupe,2025,840i 4dr Sedan (3.0L 6cyl Turbo 8A),"$90,800",Sedan,39.1,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series Gran Coupe,2025,840i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"$93,800",Sedan,39.1,I6,,gas,4 yr./ 50000 mi.
BMW,8 Series Gran Coupe,2025,M8 Competition 4dr Sedan AWD (4.4L 8cyl Turbo 8A),"$138,800",Sedan,40.6,V8,,gas,4 yr./ 50000 mi.
BMW,8 Series Gran Coupe,2025,M850i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),"$106,300",Sedan,39.1,V8,,gas,4 yr./ 50000 mi.
BMW,ALPINA B8 Gran Coupe,2025,4dr Sedan AWD (4.4L 8cyl Turbo 8A),"$151,500",Sedan,39.1,V8,,gas,4 yr./ 50000 mi.
BMW,ALPINA XB7,2025,4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$152,400",SUV,41.9,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X1,2025,M35i 4dr SUV AWD (2.0L 4cyl Turbo 7AM),"$50,350",SUV,42.1,I4,,gas,4 yr./ 50000 mi.
BMW,X1,2025,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 7AM),"$40,950",SUV,42.1,I4,,gas,4 yr./ 50000 mi.
BMW,X2,2025,M35i 4dr SUV AWD (2.0L 4cyl Turbo 7AM),"$51,850",SUV,,I4,,gas,4 yr./ 50000 mi.
BMW,X2,2025,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 7AM),"$42,450",SUV,,I4,,gas,4 yr./ 50000 mi.
BMW,X3,2025,30 xDrive 4dr SUV AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$49,500",SUV,,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,X3,2025,M50 xDrive 4dr SUV AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$64,100",SUV,40.5,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,X4,2025,M 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$79,100",SUV,39.5,I6,,gas,4 yr./ 50000 mi.
BMW,X4,2025,M40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$66,700",SUV,39.5,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,X4,2025,xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$55,300",SUV,39.5,I4,,gas,4 yr./ 50000 mi.
BMW,X5,2025,M Competition 4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$124,800",SUV,40.8,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X5,2025,M60i 4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$90,000",SUV,40.8,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X5,2025,sDrive40i 4dr SUV (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$65,700",SUV,40.8,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,X5,2025,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$68,000",SUV,40.8,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,X5,2025,xDrive50e 4dr SUV AWD (3.0L 6cyl Turbo gas/electric plug-in hybrid 8A),"$73,100",SUV,40.8,I6,,plug-in hybrid,4 yr./ 50000 mi.
BMW,X6,2025,M6 Competition 4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$129,700",SUV,39.3,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X6,2025,M60i 4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$94,300",SUV,39.3,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X6,2025,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$74,500",SUV,39.3,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,X7,2025,M60i 4dr SUV AWD (4.4L 8cyl Turbo gas/electric mild hybrid 8A),"$110,900",SUV,41.9,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,X7,2025,xDrive40i 4dr SUV AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$83,500",SUV,41.9,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,XM,2025,4dr SUV AWD (4.4L 8cyl Turbo gas/electric plug-in hybrid 8A),"$159,000",SUV,40.4,V8,46,plug-in hybrid,4 yr./ 50000 mi.
BMW,XM,2025,Label Red 4dr SUV AWD (4.4L 8cyl Turbo gas/electric plug-in hybrid 8A),"$185,000",SUV,40.4,V8,,plug-in hybrid,4 yr./ 50000 mi.
BMW,Z4,2025,M40i 2dr Convertible (3.0L 6cyl Turbo 8A),"$66,450",Convertible,38.9,I6,,gas,4 yr./ 50000 mi.
BMW,Z4,2025,sDrive30i 2dr Convertible (2.0L 4cyl Turbo 8A),"$54,050",Convertible,38.9,I4,,gas,4 yr./ 50000 mi.
BMW,i4,2025,M50 4dr Sedan AWD (electric DD),"$70,700",Sedan,38.2,,94,electric,4 yr./ 50000 mi.
BMW,i4,2025,M50 4dr Sedan AWD (electric DD),"$70,700",Sedan,38.2,,94,electric,4 yr./ 50000 mi.
BMW,i4,2025,M50 4dr Sedan AWD (electric DD),"$70,700",Sedan,38.2,,94,electric,4 yr./ 50000 mi.
BMW,i4,2025,M50 4dr Sedan AWD (electric DD),"$70,700",Sedan,38.2,,94,electric,4 yr./ 50000 mi.
BMW,i4,2025,eDrive40 4dr Sedan (electric DD),"$57,900",Sedan,38.2,,112,electric,4 yr./ 50000 mi.
BMW,i4,2025,xDrive40 4dr Sedan AWD (electric DD),"$62,300",Sedan,38.2,,101,electric,4 yr./ 50000 mi.
BMW,i5,2025,M60 4dr Sedan AWD (electric DD),"$84,100",Sedan,38.8,,90,electric,4 yr./ 50000 mi.
BMW,i5,2025,eDrive40 4dr Sedan (electric DD),"$67,100",Sedan,38.8,,105,electric,4 yr./ 50000 mi.
BMW,i5,2025,xDrive40 4dr Sedan AWD (electric DD),"$70,100",Sedan,38.8,,93,electric,4 yr./ 50000 mi.
BMW,i7,2025,M70 4dr Sedan AWD (electric DD),"$168,500",Sedan,39.8,,79,electric,4 yr./ 50000 mi.
BMW,i7,2025,eDrive50 4dr Sedan (electric DD),"$105,700",Sedan,39.8,,88,electric,4 yr./ 50000 mi.
BMW,i7,2025,xDrive60 4dr Sedan AWD (electric DD),"$124,200",Sedan,39.8,,83,electric,4 yr./ 50000 mi.
BMW,i7,2025,xDrive60 4dr Sedan AWD (electric DD),"$124,200",Sedan,39.8,,83,electric,4 yr./ 50000 mi.
BMW,i7,2025,xDrive60 4dr Sedan AWD (electric DD),"$124,200",Sedan,39.8,,83,electric,4 yr./ 50000 mi.
BMW,iX,2025,M60 4dr SUV AWD (electric DD),"$111,500",SUV,41.5,,80,electric,4 yr./ 50000 mi.
BMW,iX,2025,xDrive50 4dr SUV AWD (electric DD),"$87,250",SUV,41.5,,83,electric,4 yr./ 50000 mi.
Bentley,Continental,2025,GT Mulliner 2dr Coupe AWD (4.0L 8cyl Turbo gas/electric plug-in hybrid 8AM),"$326,800",Coupe,37.6,V8,,plug-in hybrid,3 yr./ unlimited mi.
Bentley,Continental,2025,GT Speed 2dr Coupe AWD (4.0L 8cyl Turbo gas/electric plug-in hybrid 8AM),"$302,100",Coupe,37.6,V8,,plug-in hybrid,3 yr./ unlimited mi.
Bentley,Continental,2025,GTC Mulliner 2dr Convertible AWD (4.0L 8cyl Turbo gas/electric plug-in hybrid 8AM),"$359,400",Convertible,37.1,V8,,plug-in hybrid,3 yr./ unlimited mi.
Bentley,Continental,2025,GTC Speed 2dr Convertible AWD (4.0L 8cyl Turbo gas/electric plug-in hybrid 8AM),"$332,200",Convertible,37.1,V8,,plug-in hybrid,3 yr./ unlimited mi.
Buick,Enclave,2025,Avenir 4dr SUV (2.5L 4cyl Turbo 8A),"$58,000",SUV,41.2,I4,,gas,3 yr./ 36000 mi.
Buick,Enclave,2025,Preferred 4dr SUV (2.5L 4cyl Turbo 8A),"$45,000",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
Buick,Enclave,2025,Sport Touring 4dr SUV (2.5L 4cyl Turbo 8A),"$47,400",SUV,42.6,I4,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Avenir 4dr SUV (1.3L 3cyl Turbo CVT),"$31,500",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Avenir 4dr SUV AWD (1.3L 3cyl Turbo 9A),"$33,100",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Preferred 4dr SUV (1.2L 3cyl Turbo CVT),"$26,000",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Preferred 4dr SUV AWD (1.3L 3cyl Turbo 9A),"$28,000",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Sport Touring 4dr SUV (1.3L 3cyl Turbo CVT),"$27,200",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Encore GX,2025,Sport Touring 4dr SUV AWD (1.3L 3cyl Turbo 9A),"$28,800",SUV,39.7,I3,,gas,3 yr./ 36000 mi.
Buick,Envision,2025,Avenir 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$46,200",SUV,39.6,I4,,gas,3 yr./ 36000 mi.
Buick,Envision,2025,Preferred 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$36,500",SUV,39.6,I4,,gas,3 yr./ 36000 mi.
Buick,Envision,2025,Sport Touring 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$39,000",SUV,39.6,I4,,gas,3 yr./ 36000 mi.
Buick,Envista,2025,Avenir 4dr SUV (1.2L 3cyl Turbo 6A),"$28,600",SUV,39.4,I3,,gas,3 yr./ 36000 mi.
Buick,Envista,2025,Preferred 4dr SUV (1.2L 3cyl Turbo 6A),"$22,900",SUV,39.4,I3,,gas,3 yr./ 36000 mi.
Buick,Envista,2025,Sport Touring 4dr SUV (1.2L 3cyl Turbo 6A),"$24,700",SUV,39.4,I3,,gas,3 yr./ 36000 mi.
Cadillac,CT4,2025,Luxury 4dr Sedan (2.0L 4cyl Turbo 8A),"$34,995",Sedan,38.3,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT4,2025,Premium Luxury 4dr Sedan (2.0L 4cyl Turbo 8A),"$39,895",Sedan,38.3,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT4,2025,Sport 4dr Sedan (2.0L 4cyl Turbo 8A),"$41,095",Sedan,38.3,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT4,2025,V 4dr Sedan (2.7L 4cyl Turbo 10A),"$47,295",Sedan,38.3,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT4,2025,V Blackwing 4dr Sedan (3.6L 6cyl Turbo 6M),"$62,195",Sedan,38.3,V6,,gas,4 yr./ 50000 mi.
Cadillac,CT5,2025,Premium Luxury 4dr Sedan (2.0L 4cyl Turbo 10A),"$47,595",Sedan,39,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT5,2025,Sport 4dr Sedan (2.0L 4cyl Turbo 10A),"$48,595",Sedan,39,I4,,gas,4 yr./ 50000 mi.
Cadillac,CT5,2025,V 4dr Sedan (3.0L 6cyl Turbo 10A),"$56,995",Sedan,39,V6,,gas,4 yr./ 50000 mi.
Cadillac,CT5,2025,V Blackwing 4dr Sedan (6.2L 8cyl S/C 6M),"$95,595",Sedan,39,V8,,gas,4 yr./ 50000 mi.
Cadillac,ESCALADE IQ,2025,Luxury 1 4dr SUV AWD (electric DD),"$127,700",SUV,43.5,,,electric,4 yr./ 50000 mi.
Cadillac,ESCALADE IQ,2025,Luxury 2 4dr SUV AWD (electric DD),"$147,700",SUV,43.5,,,electric,4 yr./ 50000 mi.
Cadillac,ESCALADE IQ,2025,Sport 1 4dr SUV AWD (electric DD),"$128,200",SUV,43.5,,,electric,4 yr./ 50000 mi.
Cadillac,ESCALADE IQ,2025,Sport 2 4dr SUV AWD (electric DD),"$148,200",SUV,43.5,,,electric,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Luxury 4dr SUV (6.2L 8cyl 10A),"$87,595",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Luxury 4dr SUV 4WD (6.2L 8cyl 10A),"$90,595",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Premium Luxury 4dr SUV (6.2L 8cyl 10A),"$96,795",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Premium Luxury 4dr SUV 4WD (6.2L 8cyl 10A),"$99,795",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Premium Luxury Platinum 4dr SUV (6.2L 8cyl 10A),"$116,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Premium Luxury Platinum 4dr SUV 4WD (6.2L 8cyl 10A),"$119,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Sport 4dr SUV 4WD (6.2L 8cyl 10A),"$100,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Sport 4dr SUV (6.2L 8cyl 10A),"$97,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Sport Platinum 4dr SUV 4WD (6.2L 8cyl 10A),"$119,895",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,Sport Platinum 4dr SUV (6.2L 8cyl 10A),"$116,895",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade,2025,V 4dr SUV AWD (6.2L 8cyl S/C 10A),"$159,995",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Luxury 4dr SUV 4WD (6.2L 8cyl 10A),"$93,595",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Luxury 4dr SUV (6.2L 8cyl 10A),"$90,595",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Premium Luxury 4dr SUV (6.2L 8cyl 10A),"$99,795",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Premium Luxury 4dr SUV 4WD (6.2L 8cyl 10A),"$102,795",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Premium Luxury Platinum 4dr SUV (6.2L 8cyl 10A),"$119,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Premium Luxury Platinum 4dr SUV 4WD (6.2L 8cyl 10A),"$122,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Sport 4dr SUV 4WD (6.2L 8cyl 10A),"$103,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Sport 4dr SUV (6.2L 8cyl 10A),"$100,395",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Sport Platinum 4dr SUV (6.2L 8cyl 10A),"$119,895",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,Sport Platinum 4dr SUV 4WD (6.2L 8cyl 10A),"$122,895",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,Escalade ESV,2025,V 4dr SUV AWD (6.2L 8cyl S/C 10A),"$162,995",SUV,42.3,V8,,gas,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Luxury 1 4dr SUV (electric DD),"$58,595",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Luxury 2 4dr SUV (electric DD),"$63,595",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Luxury 3 4dr SUV (electric DD),"$66,995",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Sport 1 4dr SUV (electric DD),"$59,095",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Sport 2 4dr SUV (electric DD),"$64,095",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,LYRIQ,2025,Sport 3 4dr SUV (electric DD),"$67,495",SUV,38.6,,88,electric,4 yr./ 50000 mi.
Cadillac,OPTIQ,2025,Luxury 1 4dr SUV AWD (electric DD),"$52,895",SUV,39.6,,,electric,4 yr./ 50000 mi.
Cadillac,OPTIQ,2025,Luxury 2 4dr SUV AWD (electric DD),"$55,095",SUV,39.6,,,electric,4 yr./ 50000 mi.
Cadillac,OPTIQ,2025,Sport 1 4dr SUV AWD (electric DD),"$53,495",SUV,39.6,,,electric,4 yr./ 50000 mi.
Cadillac,OPTIQ,2025,Sport 2 4dr SUV AWD (electric DD),"$55,595",SUV,39.6,,,electric,4 yr./ 50000 mi.
Cadillac,XT4,2025,Premium Luxury 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$43,295",SUV,39.4,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT4,2025,Premium Luxury 4dr SUV (2.0L 4cyl Turbo 9A),"$40,795",SUV,39.4,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT4,2025,Sport 4dr SUV (2.0L 4cyl Turbo 9A),"$41,595",SUV,39.4,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT4,2025,Sport 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$44,095",SUV,39.4,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT5,2025,Luxury 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$46,295",SUV,39.7,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT5,2025,Luxury 4dr SUV (2.0L 4cyl Turbo 9A),"$44,295",SUV,39.7,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT5,2025,Premium Luxury 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$52,595",SUV,37.9,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT5,2025,Premium Luxury 4dr SUV (2.0L 4cyl Turbo 9A),"$50,595",SUV,37.9,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT5,2025,Sport 4dr SUV AWD (3.6L 6cyl 9A),"$57,195",SUV,37.9,V6,,gas,4 yr./ 50000 mi.
Cadillac,XT6,2025,Luxury 4dr SUV (2.0L 4cyl Turbo 9A),"$49,195",SUV,39.8,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT6,2025,Luxury 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$51,195",SUV,39.8,I4,,gas,4 yr./ 50000 mi.
Cadillac,XT6,2025,Premium Luxury 4dr SUV (3.6L 6cyl 9A),"$55,395",SUV,39.8,V6,,gas,4 yr./ 50000 mi.
Cadillac,XT6,2025,Premium Luxury 4dr SUV AWD (3.6L 6cyl 9A),"$57,395",SUV,39.8,V6,,gas,4 yr./ 50000 mi.
Cadillac,XT6,2025,Sport 4dr SUV AWD (3.6L 6cyl 9A),"$60,695",SUV,39.8,V6,,gas,4 yr./ 50000 mi.
Chevrolet,Blazer,2025,2LT 4dr SUV (2.0L 4cyl Turbo 9A),"$35,400",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,2LT 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$38,100",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,3LT 4dr SUV (2.0L 4cyl Turbo 9A),"$39,300",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,3LT 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$42,000",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,Premier 4dr SUV (2.0L 4cyl Turbo 9A),"$42,800",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,Premier 4dr SUV AWD (2.0L 4cyl Turbo 9A),"$45,700",SUV,39.8,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,RS 4dr SUV (3.6L 6cyl 9A),"$42,800",SUV,39.8,V6,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer,2025,RS 4dr SUV AWD (3.6L 6cyl 9A),"$45,700",SUV,39.8,V6,,gas,3 yr./ 36000 mi.
Chevrolet,Blazer EV,2025,LT 4dr SUV AWD (electric DD),"$47,600",SUV,40.9,,96,electric,3 yr./ 36000 mi.
Chevrolet,Blazer EV,2025,RS 4dr SUV AWD (electric DD),"$52,900",SUV,40.9,,96,electric,3 yr./ 36000 mi.
Chevrolet,Blazer EV,2025,RS 4dr SUV (electric DD),,SUV,,,,,
Chevrolet,Colorado,2025,LT 4dr Crew Cab SB (2.7L 4cyl Turbo 8A),"$35,800",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,LT 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$39,100",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,Trail Boss 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$39,800",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,Work Truck 4dr Crew Cab SB (2.7L 4cyl Turbo 8A),"$31,900",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,Work Truck 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$35,200",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,Z71 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$43,800",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Colorado,2025,ZR2 4dr Crew Cab 4WD SB (2.7L 4cyl Turbo 8A),"$49,600",Truck (Crew Cab),40.3,I4,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Coupe AWD w/1LZ (6.2L 8cyl gas/electric hybrid 8AM),"$106,900",Coupe,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Convertible AWD w/2LZ (6.2L 8cyl gas/electric hybrid 8AM),"$119,400",Convertible,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Coupe AWD w/2LZ (6.2L 8cyl gas/electric hybrid 8AM),"$112,400",Coupe,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Convertible AWD w/1LZ (6.2L 8cyl gas/electric hybrid 8AM),"$113,900",Convertible,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Coupe AWD w/3LZ (6.2L 8cyl gas/electric hybrid 8AM),"$117,850",Coupe,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,E-Ray 2dr Convertible AWD w/3LZ (6.2L 8cyl gas/electric hybrid 8AM),"$124,850",Convertible,37.9,V8,,hybrid,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Coupe w/1LT (6.2L 8cyl 8AM),"$68,300",Coupe,37.9,V8,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Coupe w/3LT (6.2L 8cyl 8AM),"$80,050",Coupe,37.9,V8,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Coupe w/2LT (6.2L 8cyl 8AM),"$75,400",Coupe,37.9,V8,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Convertible w/2LT (6.2L 8cyl 8AM),"$82,400",Convertible,37.9,V8,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Convertible w/1LT (6.2L 8cyl 8AM),"$75,300",Convertible,37.9,V8,,gas,3 yr./ 36000 mi.
Chevrolet,Corvette,2025,Stingray 2dr Convertible w/3LT (6.2L 8cyl 8AM),"$87,050",Convertible,37.9,V8,,gas,3 yr./ 36000 mi.
